,Tytuł,Kliknięcia linku
289,Kartkówki ze wszystkich przedmiotów jednego dnia. Niemożliwe? U nas jest inaczej,1507
290,"Te piosenki śpiewaliśmy w dzieciństwie, pamiętasz je jeszcze?",1379
291,W tym quizie pytamy o polskie przysłowia o jedzeniu! 7 pytanie zmyli każdego!,24988
292,Czy rozpoznasz film po tych słynnych rekwizytach? Do pobicia 12/17!,3359
293,"Rozpoznasz, z którego znanego filmu pochodzi ten kadr?",1349
294,W tym quizie szansę na komplet mają umysły ścisłe. Dla reszty 2/5 to dobry wynik,14982
295,Teraz ty jesteś nauczycielem. Sprawdź poprawność napisanych zdań!,512
296,Na pewno wiecie wszystko o cukrzycy? Przekonajcie się w tym quizie!,521
297,Tutaj trzeba wyłącznie wysokiego poziomu inteligencji. Przeciętnie zdobywacie 5/10 ,996
298,"Jesteś molem książkowym? Ale czy na pewno pamiętasz, jak się skończyły te utwory? ",1203
299,Tylko dla oczytanych! Masz rozpoznać książkę po trzech słowach podpowiedzi ,1069
300,"Słowa na KAT, czyli trudny quiz wiedzy ogólnej. Coś dla omnibusów. Sprawdź się",4298
301,Papier. Quiz wiedzy ogólnej. Każdy wynik powyżej 9/15 będzie dla nas zaskoczeniem,910
302,"O tych polskich słowach nie miałeś pojęcia. Szansa na punkty pojawi się, gdy dobrze pomyślisz",2522
303,"Te słowa sprawiają problemy. Jeśli znasz zasady pisowni, zdobędziesz komplet punktów ",1070
304,"Na pewno znasz te słowa, ale czy wiesz, co oznaczały kiedyś? Quiz dla erudytów ",1471
305,Te piosenki to największe polskie hity lat 90. Jak dobrze pamiętasz ich teksty? ,1938
306,"Widzisz te rzeczy codziennie, a czy wiesz, jak się nazywają? Quiz dla dociekliwych",5365
307,Wakacyjny quiz geograficzny. Pytamy tylko o miasta o literę O,1723
308,Pamiętasz Jacka i Agatkę? A Filemona? Pytamy o kultowe postacie z dobranocek,3488
309,Skąd pochodzą te potrawy? Pobijesz średnią 8/15 i uznamy cię za kulinarnego asa,1533
310,Jak miał na imię syn Jacka Soplicy? A syn Odyseusza? Zdobędziesz 10/10? ,2509
311,Czy to prawdziwa nazwa państwa? Komplet punktów tylko dla mających rozeznanie  ,1097
312,"Wystarczy ci jedno słowo, aby wskazać, o którą potrawę pytamy? W tym quizie liczy się logiczne myślenie ",4978
313,"Jeśli ukończyłeś podstawówkę, te działania powinny być dla ciebie pestką. Dasz radę?",1905
314,"Rozwiążesz ten quiz na 100 proc., tylko jeśli jesteś lekarzem. Pytamy o mięśnie",810
315,Te piosenki Ireny Santor na pewno słyszeliście. Ale czy pamiętacie ich słowa? ,3664
316,To prawdziwa czy wymyślona nazwa ptaka? Uda nam się cię oszukać? ,372
317,"Musisz poznać znaną firmę po jej logotypie. Haczyk jest taki, że to stare logo. Średnia 6/11",1223
318,"Copiątkowy zestaw pytań z wiedzy ogólnej. Przygotujcie się, mogą dać popalić",3640
319,"Wiesz, co wydarzyło się wcześniej? Przyda się wiedza i logiczne myślenie",324
320,"Ekstremalny inny niż zwykle. Musicie być cały czas skupieni, bo pytamy o... błędne odpowiedzi",6132
321,Które miasto jest większe? Wskażesz? Wbrew pozorom nie jest to takie łatwe,553
322,"To prosty quiz o przysłowiach, a średnia tylko 6/12. A Ty jak sobie poradzisz? ",4837
323,"Jadalny, trujący czy niejadalny? Sprawdź się, zanim wybierzesz się na grzyby",15566
324,"To chyba jedyny quiz o liczbach, w którym pewniej będą się czuli humaniści! ",638
325,"Myślisz, że jesteś młody duchem. Ten quiz to sprawdzi. Co wiesz o internecie?",959
326,"Jak dyktando, to tylko maksymalna liczba punktów! Poradzisz sobie? ",4625
327,Tutaj musisz mieć wiedzę i sprawnie kojarzyć. Które z tych wydarzeń było pierwsze? ,926
328,Ten quiz wymaga odwagi. Odpowiesz na pytania o 13 słynnych potworów? ,1263
329,"Pytamy jedynie o kotlety, ale nie jest łatwo zdobyć komplet punktów. Poradzisz sobie? ",2224
330,"Uda wam się zmienić znaczenia zdań, które napisaliśmy? ",1477
331,"Oglądałeś ""Stranger Things""? Żeby zdobyć maksa w tym quizie, musisz jeszcze znać się trochę na samochodach",279
332,"My podajemy trzy tytuły, ty wskaż wykonawcę. Poradzisz sobie? ",6894
333,Radzisz sobie z kierunkami? Nie gubisz się na mapie? Sprawdź się. Średnia 9/13,835
334,"""Już taki jestem zimny drań"" śpiewał: a) Marian Hemar; b) Jan Kiepura; c) Eugeniusz Bodo?",6261
335,Postać Ikara pochodzi z mitologii: a) greckiej; b) rzymskiej; c) mezopotamskiej?,587
336,Savoir-vivre. Czy udałoby ci się nie skompromitować na obiedzie u ambasadora? ,3043
337,Pojazd używany do badania powierzchni księżyca to: a) rakieta; b) łazik; c) apollo?,757
338,"Kojarzysz, kim jest Chewbacca? Jeśli tak, masz pierwszy punkt. Pytamy o kudłatych bohaterów ",732
339,Rozpoznasz film tylko po scenie erotycznej? Komplet punktów dla znawców kina ,4693
340,"Jeżeli jesteś Polakiem, to wstyd nie znać tych specjałów. Średnia zaledwie 5/13",2483
341,"Pamiętasz, jakie waluty obowiązywały przed euro? Sprawdźmy ",2205
342,Rozpoznasz sławnych ludzi na zdjęciach z młodości? ,1573
343,"Urodziłeś się w PRL-u? Na pewno wiesz, do czego służą te przedmioty",51305
344,"Gdzie znajduje się rogówka? A dwunastnica? Sprawdź, co wiesz o ludzkim ciele",5279
345,"Czego boją się gąski z dziecięcej zabawy ""Gąski, gąski do domu""? Przypomnisz sobie?",3176
346,Pytamy o wieszczów narodowych. Jeśli przespałeś lekcje polskiego nie masz szans,1377
347,Wszyscy je nuciliśmy. Pamiętasz słowa kultowych polskich przebojów? ,5208
348,Tylko oczytani mają szansę na komplet punktów. Pytamy o literackich samotników ,1917
349,Rozpoznasz kultowe seriale lat 80. i 90. po jednym kadrze? Średnia do pobicia: 12/15,11243
350,"Quiz na logikę i skojarzenia. Podajemy słowo związane ze zdrowiem, ty dopasuj odpowiedź",2657
351,"Jedna podpowiedź wystarczy, aby wskazać postać, o którą nam chodzi? Sprawdzamy ",3403
352,To cytat polskiego polityka czy bohatera filmu Barei? Dasz radę rozpoznać?,1437
353,Sportowi idole PRL-u. Jak dobrze ich pamiętacie? ,2006
354,"Wszyscy się jej uczyliśmy w szkole. Nie znać ""Inwokacji"" to grzech! Zdobędziesz 12/12?",3439
355,"13 hiszpańskich słów, które na pewno znasz, nawet jeśli nie uczyłeś się tego języka",1893
356,"Wiesz, gdzie postawić przecinek? Quiz dla orłów interpunkcji ",1000
357,"Wiesz, co to ''małpka''? To masz jeden punkt w naszym quizie o... wódce ",3402
358,"Tych powiedzeń używamy, by wzbogacić mowę. Pytanie, czy wiecie, o co w nich chodziło",4385
359,"Do tego quizu trzeba uruchomić szare komórki! My podajemy trzy słowa, ty zgadujesz czwarte",4155
360,"Jeśli wiesz, czym pachniała Saska Kępa w piosence ""Małgośka"", to masz już punkt!",37816
361,Mokry: quiz wiedzy ogólnej. Te pytania nie zostawią na was suchej nitki,2326
362,Typowe odzywki rodziców. Każdy je kiedyś słyszał. Pamiętasz? ,6570
363,Kamień: quiz wiedzy ogólnej. Idzie wam całkiem nieźle. Większość ma 12/15,1303
364,"Zgadniesz, ile kosztują teraz te samochody? Łatwe? To się okaże",389
365,"Na pewno wiesz, jak to zapisać? Pytamy o skróty, których używasz codziennie ",4177
366,Te 15 faktów o męskim ciele każdy powinien znać. Zdobędziesz komplet punktów? ,3169
367,"Kategoria: deszcz. Jeśli zdobędziesz co najmniej 10/12, będziemy pod wrażeniem ",5818
368,"Jesteś mocny z geografii? W takim razie dopasuj kraj do morza, nad którym leży ",1224
369,"Te wyrazy są synonimami czy nie? Musisz być uważną osobą, by nie wpaść w pułapkę",1399
370,"Im jesteś starszy, tym większe masz szanse na komplet. Pytamy o słynne wynalazki ",1466
371,"Kary koń jest koloru brązowego, szarego czy czarnego? Znasz odpowiedź?",1674
372,"Dawno nie robiliśmy dyktanda. Czas sprawdzić, jak tam wasza ortografia ",24971
373,"Cośrodowy, ale inny niż zawsze. Pytania z wiedzy ogólnej, ale tylko na ""za""",2473
374,Książka. Quiz wiedzy ogólnej. Uda ci się pobić średnią 7/11?,1736
375,Wybuchowy quiz wiedzy. Osiągniesz bombowy wynik?,1135
376,"Łamigłówki. Tym razem liczy się nie wiedza, lecz logiczne myślenie. Dasz sobie radę? ",10310
377,"Jeśli nie znasz cyrylicy, nie masz szans na komplet punktów. Zadanie tylko dla poliglotów",687
378,"Popkulturalny quiz na literę Z. Poradzisz sobie, jeśli masz rozległą wiedzę rozrywkową ",2476
379,To kiedyś jedliśmy i piliśmy na prywatkach. Pamiętasz te kultowe polskie przysmaki? ,3797
380,"Pamiętasz, do czego służyła kobiałka? A tara? Pytamy o nazwy dawnych sprzętów ",7868
381,"Jeśli wiesz, czym jest tiara, to masz już punkt. Zabłyśniesz wynikiem?",2823
382,Znane osoby na literę B. Wypada znać je wszystkie ,33061
383,"""Ty druha we mnie masz"" Pamiętasz animację, z której pochodzi ta piosenka? ",1109
384,"Atrybutem Zorro, oprócz maski, płaszcza i kapelusza jest: a) szabla; b) muszkiet; c) szpada?",1216
385,Rozpoznasz polskich aktorów na zdjęciach z młodości? Komplet zdobędą tylko konomaniacy ,6271
386,"Jeśli żyłeś w PRL-u, musisz pamiętać te przysmaki. Uda Ci się zdobyć 13/13? ",8751
387,"Tych słów już nie używamy. Wiesz, co znaczyły? W tym quizie wiek jest atutem",1691
388,"Potrawy z ziemniaków. Przekonaj się, co wiesz o tym polskim warzywie. Będzie komplet?",1975
389,"Wiesz, co znaczą te trzyliterowe słowa? Quiz tylko dla erudytów ",1209
390,"""Nietrudno"" czy ""nie trudno""? Uważasz, że radzisz sobie z ortografią?",1335
391,"Gdy zasypiamy, udajemy się w objęcia: a) Morfeusza, b) Orfeusza, c) Tezeusza?",3984
392,"Masz listę zakupów, ale to niczego nie ułatwia. Poradzisz sobie w hipermarkecie?",20311
393,"Postać Rejenta Milczka wymyślił: Mickiewicz, Fredro czy Krasicki? Znasz odpowiedź? ",897
394,Pytamy o piosenki sprzed lat. Fani muzyki mogą liczyć na komplet punktów,9221
395," Copiątkowy. 10 pytań, które sprawdzi twoją wiedzę. Pochwalisz się świetnym wynikiem? ",15639
396,"Nie musisz być kierowcą, aby zdobyć komplet punktów. Dobrze znasz znaki drogowe? ",25971
397,Przed Wami najtrudniejszy quiz w tym tygodniu. Czas na ekstremalny! ,2336
398,"Stolice świata. Sprawdź, czy znasz wszystkie ",1243
399,Jak jest poprawnie: instruktaż czy instrukarz? Quiz dla ortograficznych mistrzów,2076
400,"Trzy słowa, jedna kategoria: mity greckie. Rozpoznasz ten, o który pytamy? Wasza średnia 12/16",10992
401,"Potrafisz wymówić nazwy tych potraw? Sprawdź, czy bez wstydu możesz iść do restauracji ",2227
402,"Uważasz, że znasz się na gotowaniu? Masz sporo życiowej wiedzy? Pobij średnią 9/11 ",3192
403,"Rockefellerowie, Andegawenowie, Soplicowie - przerażają Cię te długie nazwy? To quiz o słynnych rodach",765
404," Jedna podpowiedź wystarczy, aby wskazać postać, o którą nam chodzi? Sprawdzamy ",1748
405,"Ile wiecie o Polsce? Chyba niewiele, skoro średnia to tylko 7/13. Osiągniesz lepszy wynik?",2839
406,W tym quizie pytamy tylko o polskie miasta na literę M. Poradzisz sobie? ,3086
407,Biologia w szkole nie była twoją mocną stroną? To w tym quizie możesz mieć problem,1108
408,To quiz z lektur. Przyda się dobra pamięć i zdolność szybkiego kojarzenia,2380
409,"Bez żartów! Tym razem 12 szybkich pytań o duże zwierzęta. Sprawdź, czy się nie pomylisz ",2695
410,"My podajemy trzy nazwiska, ty dodaj do nich imię. Łatwe? Przekonajmy się",21185
411,Jak dobrze znasz geografię naszego kraju? Te 12 pytań to zweryfikuje,1983
412,"Jelonek rogacz to gatunek: a) ślimaka, b) chrząszcza, c) gada? Dasz się nabrać?",1034
413,"Quizowy powrót do przeszłości. Pytamy o kultowe przedmioty lat 90. Sprawdź, czy je pamiętasz",2173
414,Te 15 rzeczy o ludzkim ciele każdy powinien wiedzieć. Odważysz się sprawdzić?,3502
415,Wymagający quiz wiedzy ogólnej. Kategoria: koło. Przekroczysz 11/15?,2127
416,"Macie te rośliny w domach i na klatkach schodowych, ale ile o nich wiecie? Przebijecie 7/14?",2035
417,"Opis wieży Babel znajdziemy w: Księdze Rodzaju, Księdze Przysłów czy Apokalipsie? ",423
418,"Trzy słowa, jedna kategoria: literatura. Na komplet mogą liczyć tylko oczytani",4034
419,"Jeśli nie jesteś smakoszem pizzy, to nie licz na wysoki wynik w tym quizie! 10 apetycznych pytań o pizzę ",9262
420,W tym quizie przyda się szeroka wiedza. Pytamy o religie świata,1442
421,"12 trudnych pytań z gramatyki. Sprawdź, czy sobie poradzisz. Średnia zawstydza",13046
422,Rozpoznasz serial po jednym zdaniu opisu? Quiz tylko dla telewizyjnych maniaków,5300
423,"Rozpoznasz znane miejsce po trzech podpowiedziach? Wydaje się łatwe, ale średnia tylko 12/16",4143
424,"Quiz geograficzny dla bystrych. Czy to prawdziwe, czy zmyślone miejsce na mapie? ",808
425,"Rozpoznasz miejsce, gdy podpowiemy ci 3 słowami? Zdobądź więcej niż 10/16",2007
426,"Polska od A do Z. Czy znasz dobrze nasz piękny kraj? Jeśli nie, 16. pytanie cię pokona ",1529
427,Tylko prawdziwi fani książek poradzą sobie w tym quizie. Dlatego średnia to marne 6/14 ,1021
428,O ortografii nigdy nie można zapomnieć. Gotowi na dyktando? ,3853
429,"Nigdy nie byłeś harcerzem? W takim razie nie zrozumiesz, o co pytamy ",1108
430,Lata 90. to dla ciebie odległa przeszłość? W tym quizie nastolatki nie mają szans,1800
431,Znasz polskie nazwy niemieckich miast? Średnia 10/13. Najtrudniejsze 10. pytanie,1150
432,"Który serial zaczynał się od piosenki ""Wojna domowa od wielu wieków trwa""? ",3256
433,Wibrysy potocznie nazywamy wąsami? Prawda czy fałsz? Znasz się na zwierzętach? ,454
434,"Trzy słowa, jedna kategoria: choroby. Rozpoznasz, o którą pytamy?  ",2900
435,"Rozpoznajesz ten serial? Spróbuj się nie wyłożyć na pytaniach o ""Plebanię"" ",1892
436,Czy poradzisz sobie lepiej niż uczeń podstawówki? Rozpoznasz drzewa po liściu?,15473
437,Będziemy zaskoczeni każdym wynikiem powyżej 6/13. Trudny quiz wiedzy ogólnej ,3602
438,"Odgadniesz, co to za piosenki? Jest jedno utrudnienie. Przetłumaczył je translator ",1542
439,"Słynne polskie wsie i miasteczka. Wiesz, dokąd wędrował Koziołek Matołek? ",1883
440,"Myślisz, że dobrze znasz angielski? Sprawdź, czy poradziłbyś sobie na maturze ",2680
441,"Nie rozwiążesz tego quizu, jeśli nie bawiłeś się na przerwie w latach 90. ",5526
442,"'Głodnemu _ na myśli'. Sprawdź, czy jesteś mistrzem przysłów o jedzeniu ",22613
443,"Grałeś kiedyś w warcaby? A scrabble? Sprawdź, czy pokonasz średnią 5/11 ",728
444,"Co można było kupić u cinkciarza?  Pytamy o 15 słów z PRL-u, których wstyd nie znać ",4899
445,Pamiętasz Anię z Zielonego Wzgórza? Pytamy o słynne rudowłose postacie,2390
446,"Założymy się, że nie pamiętasz wszystkich gadżetów z przełomu XX i XXI wieku?",4295
447,"Jeśli nie wiesz, jakie zwierzę jest symbolem Białowieskiego Parku Narodowego, nie masz szans ",928
448,"Podajemy trzy słowa, ty odgadujesz, o który serial pytamy. Pobijesz średnią 9/15?",3108
449,Quiz katastroficzny. Wyjdziesz z niego cało i zdobędziesz 12/12? ,2174
450,"Czy ten składnik jest w potrawie, o którą pytamy? Tylko smakosz zdobędzie komplet",4430
451,"Sprawdź, czy rozpoznasz władcę Polski po obrazie. Tu nie wystarczy wiedza historyczna ",782
452,"Nie słuchałeś muzyki w PRL-u? Przykro nam, nie rozwiążesz tego quizu ",50800
453,"Pytamy o szczegóły z lektur. Jeśli znasz je ze streszczeń, możesz mieć problem",880
454,Sześć. Quiz wiedzy ogólnej tylko dla erudytów. Zdobędziesz 13/13? ,4981
455,Telewizja sprzed lat. Poradzisz sobie we wspominkowym quizie? Średnia do pobicia: 10/15,2114
456,Masz geografię w małym palcu? Jest szansa to udowodnić. Pytamy o europejskie stolice,1092
457,"Słynna ""Mona Lisa"" powstała we Francji czy we Włoszech? Quiz tylko dla erudytów i obytych ",408
458,"Sprawdź, czy nie dasz się oszukać angielskim fałszywym przyjaciołom. Do pobicia 11/13",461
459,"Dopasujesz miejscowość do województwa? Wstyd nie znać odpowiedzi, a średnia 11/17",1573
460,"Potrafisz podać antonim wyrazu? Jesteśmy załamani wynikami, średnia to zaledwie 7/15 ",5726
461,"Musisz po prostu uzupełnić luki w zdaniach. Łatwe zadanie? Oj, niekoniecznie...",9165
462,Lata 90. wspominasz z sentymentem? Ile pamiętasz? Quiz dla długodystansowców,1994
463,"Słynne żony. Jeśli przebrniesz przez ten quiz, to oznacza, że jesteś oczytany! ",4495
464,"Tylko jeśli pamiętasz ""Zmienników"", zdobędziesz 11/11. Uważasz, że masz szansę? ",1358
465,Znasz zwierzęta z Białowieskiego Parku? Średnia do pobicia to 9/11 ,2074
466,"My podajemy dwa miasta, ty musisz wskazać trzecie z tego samego województwa. Dasz radę?",2304
467,Władcy Polski. Średnia 10/14. Ponad połowa z was wykłada się w dwunastym pytaniu ,868
468,"Podobne, a jednak inne. Odróżnisz, czy to mówi Czech, czy Rosjanin? ",1238
469,Lubisz gotować (i jeść)? W tym quizie pytamy tylko o jedzenie na literę P ,2244
470,"Nie rozwiążesz tego quizu, jeśli nigdy nie oglądasz prognozy pogody ",1425
471,Na tym zdjęciu jest: a) antylopa; b) muł; c) zebra? Rozpoznasz zwierzęta po sierści?,3624
472,"Ten quiz sprawdzi, czy naprawdę jesteś oczytany. Wiesz, gdzie rozgrywa się akcja książki?",1674
473,Najcenniejszy kamień szlachetny to: a) opal; c) topaz; c) diament? Znasz odpowiedź? ,709
474,Przed tobą najstraszniejszy quiz wiedzy ogólnej. Odpowiesz na pytania o duchy?,3027
475,"To naprawdę łatwy quiz o jeziorach, wszyscy powinni mieć komplet punktów ",3986
476,"Wiesz, co wydarzyło się wcześniej? Przyda się wiedza i logiczne myślenie ",806
477,"Cośrodowy tym razem tylko na literę O. Tu przyda się nie tylko wiedza, ale i odrobina szczęścia ",12479
478,"W tym quizie pytamy tylko o wydarzenia z 1986 roku. Oj, nie będzie łatwo ",17005
479,"10 faktów ze ""Stawki większej niż życie"". Sprawdź, czy dobrze znasz ten serial ",1496
480,"W tym quizie poradzą sobie miłośnicy kina, ale wymagana jest naprawdę dobra pamięć. Dacie radę?",798
481,Rozpoznasz tych wybitnych naukowców? 8W 8. pytaniu jesteście na razie bez szans ,1260
482,O pegazie i feniksie na pewno słyszałeś. A ile wiesz o innych mitycznych stworzeniach? ,518
483,Nie wiesz nic o gotowaniu? Ten quiz będzie dla ciebie za trudny. Średnia 13/19,34428
484,Magnes czy magnez? W tym quizie pytamy o słowa mylone,28930
485,Pora na quiz ekstremalny. Podołasz czy poddasz się już przy pierwszym pytaniu?,24095
